bar_time,ohlcv_time,rsi_value,rsi_ma,nas_value,source_snapshot_time,source_bar_index,alignment_status,causal_ok,duplicate_snapshot_flag,notes
1374660000,1374660000,76.27,78.06,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-24T13:59:59+00:00,742,OK,True,False,
1374674400,1374674400,63.03,76.12,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-24T17:59:59+00:00,743,OK,True,False,
1374688800,1374688800,49.45,72.89,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-24T20:58:59+00:00,744,OK,True,False,
1374703200,1374703200,48.75,70.5,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-25T01:59:59+00:00,745,OK,True,False,
1374717600,1374717600,50.03,68.19,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-25T05:59:59+00:00,746,OK,True,False,
1374732000,1374732000,50.13,65.79,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-25T09:59:59+00:00,747,OK,True,False,
1374746400,1374746400,45.39,63.22,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-25T13:59:59+00:00,748,OK,True,False,
1374760800,1374760800,54.6,62.67,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-25T17:59:59+00:00,749,OK,True,False,
1374775200,1374775200,55.52,61.39,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-25T20:58:59+00:00,750,OK,True,False,
1374789600,1374789600,60.95,60.44,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-26T01:59:59+00:00,751,OK,True,False,
1374804000,1374804000,63.99,59.59,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-26T05:59:59+00:00,752,OK,True,False,
1374818400,1374818400,58.53,57.94,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-26T09:59:59+00:00,753,OK,True,False,
1374832800,1374832800,53.71,56.07,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-26T13:59:59+00:00,754,OK,True,False,
1374847200,1374847200,44.27,53.11,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-26T17:59:59+00:00,755,OK,True,False,
1374861600,1374861600,49.72,52.54,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-26T20:54:59+00:00,756,OK,True,False,
1375048800,1375048800,55.91,53.44,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-29T01:59:59+00:00,757,OK,True,False,
1375063200,1375063200,50.04,53.18,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-29T05:59:59+00:00,758,OK,True,False,
1375077600,1375077600,50.04,53.18,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-29T09:59:59+00:00,759,OK,True,False,
1375092000,1375092000,56.51,54.1,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-29T13:59:59+00:00,760,OK,True,False,
1375106400,1375106400,52.92,54.38,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-29T17:59:59+00:00,761,OK,True,False,
1375120800,1375120800,52.65,54.22,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-29T20:58:59+00:00,762,OK,True,False,
1375135200,1375135200,49.87,53.7,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-30T05:59:59+00:00,764,OK,True,True,
1375164000,1375164000,48.85,52.01,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-30T09:59:59+00:00,765,OK,True,False,
1375178400,1375178400,47.85,51.17,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-30T13:59:59+00:00,766,OK,True,False,
1375192800,1375192800,49.15,50.93,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-30T17:59:59+00:00,767,OK,True,False,
1375207200,1375207200,51.1,51.56,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-30T20:58:59+00:00,768,OK,True,False,
1375221600,1375221600,51.78,51.63,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-31T01:59:59+00:00,769,OK,True,False,
1375236000,1375236000,55.85,51.92,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-31T05:59:59+00:00,770,OK,True,False,
1375250400,1375250400,55.86,52.12,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-31T09:59:59+00:00,771,OK,True,False,
1375264800,1375264800,54.8,52.39,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-31T13:59:59+00:00,772,OK,True,False,
1375279200,1375279200,37.75,49.83,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-31T17:59:59+00:00,773,OK,True,False,
1375293600,1375293600,53.58,51.01,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-07-31T20:58:59+00:00,774,OK,True,False,
1375308000,1375308000,49.51,50.39,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-01T01:59:59+00:00,775,OK,True,False,
1375322400,1375322400,47.94,50.07,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-01T05:59:59+00:00,776,OK,True,False,
1375336800,1375336800,46.61,49.58,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-01T09:59:59+00:00,777,OK,True,False,
1375351200,1375351200,49.12,49.78,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-01T13:59:59+00:00,778,OK,True,False,
1375365600,1375365600,44.42,49.2,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-01T17:59:59+00:00,779,OK,True,False,
1375380000,1375380000,41.31,48.42,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-01T20:58:59+00:00,780,OK,True,False,
1375394400,1375394400,38.1,47.45,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-02T01:59:59+00:00,781,OK,True,False,
1375408800,1375408800,40.34,46.92,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-02T05:59:59+00:00,782,OK,True,False,
1375423200,1375423200,31.25,44.51,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-02T09:59:59+00:00,783,OK,True,False,
1375437600,1375437600,32.06,42.87,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-02T13:59:59+00:00,784,OK,True,False,
1375452000,1375452000,48.77,43.63,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-02T17:59:59+00:00,785,OK,True,False,
1375466400,1375466400,46.42,44.08,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-02T20:54:59+00:00,786,OK,True,False,
1375653600,1375653600,49.02,43.84,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-05T01:59:59+00:00,787,OK,True,False,
1375668000,1375668000,49.53,43.98,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-05T05:59:59+00:00,788,OK,True,False,
1375682400,1375682400,49.07,44.02,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-05T09:59:59+00:00,789,OK,True,False,
1375696800,1375696800,46.6,43.85,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-05T13:59:59+00:00,790,OK,True,False,
1375711200,1375711200,43.0,43.15,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-05T17:59:59+00:00,791,OK,True,False,
1375725600,1375725600,42.45,42.97,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-05T20:58:59+00:00,792,OK,True,False,
1375740000,1375740000,43.14,43.1,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-06T01:59:59+00:00,793,OK,True,False,
1375754400,1375754400,36.96,42.4,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-06T05:59:59+00:00,794,OK,True,False,
1375768800,1375768800,36.93,42.16,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-06T09:59:59+00:00,795,OK,True,False,
1375783200,1375783200,39.5,42.93,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-06T13:59:59+00:00,796,OK,True,False,
1375797600,1375797600,34.84,42.8,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-06T17:59:59+00:00,797,OK,True,False,
1375812000,1375812000,33.99,41.67,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-06T20:58:59+00:00,798,OK,True,False,
1375826400,1375826400,33.54,40.68,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-07T01:59:59+00:00,799,OK,True,False,
1375840800,1375840800,30.86,39.28,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-07T05:59:59+00:00,800,OK,True,False,
1375855200,1375855200,35.33,38.59,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-07T09:59:59+00:00,801,OK,True,False,
1375869600,1375869600,32.73,37.23,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-07T13:59:59+00:00,802,OK,True,False,
1375884000,1375884000,39.99,37.28,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-07T17:59:59+00:00,803,OK,True,False,
1375898400,1375898400,42.05,37.36,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-07T20:58:59+00:00,804,OK,True,False,
1375912800,1375912800,40.8,37.22,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-08T01:59:59+00:00,805,OK,True,False,
1375927200,1375927200,47.23,38.03,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-08T05:59:59+00:00,806,OK,True,False,
1375941600,1375941600,46.73,38.68,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-08T09:59:59+00:00,807,OK,True,False,
1375956000,1375956000,44.63,39.08,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-08T13:59:59+00:00,808,OK,True,False,
1375970400,1375970400,57.26,41.25,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-08T17:59:59+00:00,809,OK,True,False,
1375984800,1375984800,61.89,43.51,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-09T01:59:59+00:00,811,OK,True,True,
1376013600,1376013600,62.09,47.54,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-09T05:59:59+00:00,812,OK,True,False,
1376028000,1376028000,57.79,49.16,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-09T09:59:59+00:00,813,OK,True,False,
1376042400,1376042400,58.86,50.93,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-09T13:59:59+00:00,814,OK,True,False,
1376056800,1376056800,57.41,52.59,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-09T17:59:59+00:00,815,OK,True,False,
1376071200,1376071200,59.4,54.11,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-09T20:54:59+00:00,816,OK,True,False,
1376258400,1376258400,69.15,56.12,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-12T01:59:59+00:00,817,OK,True,False,
1376272800,1376272800,70.0,58.17,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-12T05:59:59+00:00,818,OK,True,False,
1376287200,1376287200,70.01,59.8,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-12T09:59:59+00:00,819,OK,True,False,
1376301600,1376301600,63.08,60.49,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-12T13:59:59+00:00,820,OK,True,False,
1376316000,1376316000,70.8,62.91,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-12T17:59:59+00:00,821,OK,True,False,
1376330400,1376330400,66.48,63.26,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-12T20:58:59+00:00,822,OK,True,False,
1376344800,1376344800,66.7,63.61,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-13T01:59:59+00:00,823,OK,True,False,
1376359200,1376359200,63.65,63.59,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-13T05:59:59+00:00,824,OK,True,False,
1376373600,1376373600,66.51,64.11,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-13T09:59:59+00:00,825,OK,True,False,
1376388000,1376388000,57.25,63.41,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-13T13:59:59+00:00,826,OK,True,False,
1376402400,1376402400,55.97,63.1,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-13T17:59:59+00:00,827,OK,True,False,
1376416800,1376416800,53.08,62.58,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-13T20:58:59+00:00,828,OK,True,False,
1376431200,1376431200,52.85,62.0,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-14T01:59:59+00:00,829,OK,True,False,
1376445600,1376445600,52.11,61.36,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-14T05:59:59+00:00,830,OK,True,False,
1376460000,1376460000,49.89,59.78,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-14T09:59:59+00:00,831,OK,True,False,
1376474400,1376474400,54.69,59.03,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-14T13:59:59+00:00,832,OK,True,False,
1376488800,1376488800,59.6,59.12,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-14T17:59:59+00:00,833,OK,True,False,
1376503200,1376503200,61.35,58.57,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-14T20:58:59+00:00,834,OK,True,False,
1376517600,1376517600,63.44,58.39,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-15T01:59:59+00:00,835,OK,True,False,
1376532000,1376532000,64.78,58.36,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-15T05:59:59+00:00,836,OK,True,False,
1376546400,1376546400,65.34,58.51,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-15T09:59:59+00:00,837,OK,True,False,
1376560800,1376560800,59.81,57.65,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-15T13:59:59+00:00,838,OK,True,False,
1376575200,1376575200,50.71,56.52,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-15T17:59:59+00:00,839,OK,True,False,
1376589600,1376589600,70.43,58.96,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-15T20:58:59+00:00,840,OK,True,False,
1376604000,1376604000,69.49,60.09,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-16T01:59:59+00:00,841,OK,True,False,
1376618400,1376618400,70.01,61.45,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-16T05:59:59+00:00,842,OK,True,False,
1376632800,1376632800,66.07,62.17,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-16T09:59:59+00:00,843,OK,True,False,
1376647200,1376647200,66.97,63.45,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-16T13:59:59+00:00,844,OK,True,False,
1376661600,1376661600,68.62,64.57,"{""NAS_LONG_SIGNAL"":0.0,""NAS_SHORT_SIGNAL"":0.0,""NAS_BOTTOM_SIGNAL"":0.0,""NAS_TOP_SIGNAL"":0.0}",2013-08-16T17:59:59+00:00,845,OK,True,False,
