episode_id,datetime,old_decision,agg_v0_decision,agg_v1_decision,stage_a_context,nas_state,demand_supply_state,risk_sl_state,exhaustion_top_state,capit_rsi_layer_state,da_veto_state,main_supports,main_conflicts,final_reason,outcome,realR,de_capped_R,exit_type
4346,2022-10-23 22:00,SKIP,SKIP,SKIP,bear_bounce,neutral,hostile,hostile,hostile,no,veto,,demand_supply|risk_sl|exhaustion_top|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,0.4,0.4,SCRATCH
4372,2022-10-28 06:00,TAKE,TAKE,REVIEW,bear_bounce,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,devils_advocate,anchor_but_ctx_conflict,STOP,-1.1,-1.1,STOP_LOSS
4384,2022-11-01 06:00,SKIP,SKIP,SKIP,demand_reclaim,neutral,hostile,hostile,neutral,no,hostile,,demand_supply|risk_sl|devils_advocate,FATAL:no_demand_bad_risk,WIN,2.75,2.75,WIN_HELD
4401,2022-11-04 02:00,REVIEW,SKIP,SKIP,demand_reclaim,neutral,hostile,hostile,hostile,no,veto,,demand_supply|risk_sl|exhaustion_top|rsi_momentum|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,2.76,2.76,WIN_HELD
4429,2022-11-10 19:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,SCRATCH,-0.11,-0.11,SCRATCH
4483,2022-11-23 19:00,SKIP,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,hostile,no,hostile,,demand_supply|risk_sl|exhaustion_top|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,1.82,1.82,WIN_HELD
4513,2022-11-30 23:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,0.49,0.49,SCRATCH
4530,2022-12-05 19:00,REVIEW,REVIEW,TAKE,liquidity_sweep_reversal,hostile,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,nas,anchor_clean,WIN,1.28,1.28,WIN_HELD
4574,2022-12-15 03:00,REVIEW,REVIEW,REVIEW,demand_reclaim,neutral,neutral,supportive,neutral,no,hostile,risk_sl,devils_advocate,no_anchor_partial_support,STOP,-1.1,-1.1,STOP_LOSS
4609,2022-12-22 23:00,REVIEW,REVIEW,REVIEW,liquidity_sweep_reversal,neutral,hostile,supportive,neutral,no,neutral,risk_sl,demand_supply|volume_vp,no_anchor_partial_support,WIN,3.9,6.0,WIN_RUNNER
4644,2023-01-03 19:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,2.17,2.17,WIN_HELD
4677,2023-01-11 07:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|capitulation|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,2.05,2.05,WIN_HELD
4763,2023-01-31 15:00,REVIEW,SKIP,SKIP,mid_range_noise,neutral,neutral,hostile,hostile,no,hostile,,risk_sl|exhaustion_top|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
4899,2023-03-03 07:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,supportive,hostile,no,neutral,risk_sl,nas|exhaustion_top,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
4908,2023-03-06 19:00,REVIEW,SKIP,SKIP,mid_range_noise,hostile,neutral,supportive,hostile,no,neutral,risk_sl,nas|exhaustion_top,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
4918,2023-03-08 11:00,TAKE,TAKE,TAKE,bottom_reversal_capitulation,supportive,supportive,supportive,supportive,supportive,hostile,nas|demand_supply|risk_sl|exhaustion_top|capit+rsi,devils_advocate,anchor_clean,WIN,3.9,6.0,WIN_RUNNER
4926,2023-03-09 19:00,REVIEW,REVIEW,SKIP,mid_range_noise,neutral,neutral,hostile,neutral,supportive,hostile,capit+rsi,risk_sl|devils_advocate,no_anchor_no_support,WIN,3.9,6.0,WIN_RUNNER
4964,2023-03-20 02:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,SCRATCH,-0.43,-0.43,SCRATCH
4996,2023-03-27 10:00,TAKE,REVIEW,TAKE,bottom_reversal_capitulation,hostile,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,nas,anchor_clean,WIN,2.51,2.51,WIN_HELD
5016,2023-03-30 18:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,hostile,hostile,no,hostile,,nas|risk_sl|exhaustion_top|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
5042,2023-04-06 02:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,neutral,hostile,hostile,no,veto,,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,SCRATCH,-0.41,-0.41,SCRATCH
5055,2023-04-11 06:00,REVIEW,REVIEW,REVIEW,mid_range_noise,neutral,supportive,neutral,neutral,no,hostile,demand_supply,devils_advocate,no_anchor_partial_support,STOP,-1.1,-1.1,STOP_LOSS
5087,2023-04-18 14:00,TAKE,SKIP,SKIP,mid_range_noise,neutral,neutral,neutral,neutral,no,veto,,devils_advocate,no_anchor_no_support,STOP,-1.1,-1.1,STOP_LOSS
5103,2023-04-21 06:00,TAKE,TAKE,REVIEW,mid_range_noise,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,devils_advocate,anchor_but_ctx_conflict,WIN,2.34,2.34,WIN_HELD
5147,2023-05-02 14:00,SKIP,SKIP,SKIP,mid_range_noise,neutral,neutral,supportive,hostile,no,neutral,risk_sl,exhaustion_top|bubbles,FATAL:exhaustion_hostile_no_bottom,SCRATCH,-0.8,-0.8,SCRATCH
5165,2023-05-05 14:00,REVIEW,SKIP,SKIP,mid_range_noise,hostile,hostile,neutral,hostile,no,neutral,,nas|demand_supply|exhaustion_top|rsi_momentum|bubbles,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
5296,2023-06-06 10:00,REVIEW,TAKE,REVIEW,mid_range_noise,neutral,neutral,supportive,neutral,supportive,neutral,risk_sl|capit+rsi,,no_anchor_capit_rsi_refine,STOP,-1.1,-1.1,STOP_LOSS
5321,2023-06-12 14:00,SKIP,SKIP,SKIP,bear_bounce,neutral,hostile,neutral,hostile,no,veto,,demand_supply|exhaustion_top|rsi_momentum|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
5331,2023-06-14 06:00,REVIEW,TAKE,REVIEW,bear_bounce,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,devils_advocate,anchor_but_ctx_conflict,STOP,-1.1,-1.1,STOP_LOSS
5350,2023-06-19 10:00,REVIEW,REVIEW,REVIEW,mid_range_noise,neutral,neutral,supportive,neutral,no,neutral,risk_sl,,no_anchor_partial_support,STOP,-1.1,-1.1,STOP_LOSS
5414,2023-07-04 02:00,SKIP,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,hostile,no,veto,,demand_supply|risk_sl|exhaustion_top|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
5435,2023-07-07 14:00,REVIEW,TAKE,REVIEW,mid_range_noise,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,,anchor_but_ctx_conflict,WIN,1.61,1.61,WIN_HELD
5478,2023-07-18 18:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,neutral,hostile,no,veto,demand_supply,nas|exhaustion_top|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
5530,2023-07-31 10:00,SKIP,SKIP,SKIP,bull_pullback_continuation,neutral,hostile,hostile,hostile,no,veto,,demand_supply|risk_sl|exhaustion_top|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
5555,2023-08-04 14:00,SKIP,SKIP,SKIP,bear_bounce,neutral,hostile,hostile,neutral,no,veto,,demand_supply|risk_sl|devils_advocate,FATAL:no_demand_bad_risk,STOP,-1.1,-1.1,STOP_LOSS
5627,2023-08-22 14:00,REVIEW,SKIP,SKIP,bottom_reversal_capitulation,supportive,hostile,hostile,neutral,supportive,veto,nas|capit+rsi,demand_supply|risk_sl|devils_advocate,FATAL:no_demand_bad_risk,WIN,1.96,1.96,WIN_HELD
5668,2023-08-31 10:00,SKIP,SKIP,SKIP,late_top_exhaustion,neutral,neutral,hostile,hostile,no,veto,,risk_sl|exhaustion_top|rsi_momentum|bubbles|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
5701,2023-09-07 22:00,TAKE,TAKE,REVIEW,mid_range_noise,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,bull_beta|volume_vp,anchor_but_ctx_conflict,STOP,-1.1,-1.1,STOP_LOSS
5724,2023-09-13 18:00,REVIEW,TAKE,REVIEW,mid_range_noise,neutral,neutral,supportive,supportive,supportive,hostile,risk_sl|exhaustion_top|capit+rsi,volume_vp|devils_advocate,no_anchor_capit_rsi_refine,WIN,0.9,0.9,WIN_BE
5772,2023-09-25 18:00,REVIEW,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,neutral,no,hostile,,demand_supply|risk_sl|devils_advocate,FATAL:no_demand_bad_risk,STOP,-1.1,-1.1,STOP_LOSS
5826,2023-10-06 18:00,TAKE,TAKE,TAKE,bottom_reversal_capitulation,supportive,supportive,supportive,supportive,no,hostile,nas|demand_supply|risk_sl|exhaustion_top,volume_vp|devils_advocate,anchor_clean,WIN,3.9,6.0,WIN_RUNNER
5842,2023-10-11 10:00,SKIP,SKIP,SKIP,demand_reclaim,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|capitulation|rsi_momentum|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,3.9,6.0,WIN_RUNNER
5866,2023-10-17 10:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,neutral,hostile,hostile,no,veto,,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|devils_advocate,FATAL:late_top_context,WIN,2.7,2.7,WIN_HELD
5875,2023-10-18 22:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,hostile,hostile,hostile,no,hostile,,nas|demand_supply|risk_sl|exhaustion_top|capitulation|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,0.93,0.93,SCRATCH
5920,2023-10-30 10:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
5955,2023-11-07 07:00,TAKE,TAKE,TAKE,bottom_reversal_capitulation,supportive,supportive,supportive,neutral,no,hostile,nas|demand_supply|risk_sl,devils_advocate,anchor_clean,STOP,-1.1,-1.1,STOP_LOSS
5998,2023-11-16 11:00,REVIEW,REVIEW,TAKE,demand_reclaim,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,,anchor_clean,WIN,2.0,2.0,WIN_HELD
6049,2023-11-29 03:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,WIN,0.9,0.9,WIN_BE
6069,2023-12-04 11:00,REVIEW,REVIEW,REVIEW,mid_range_noise,hostile,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,nas,anchor_but_ctx_conflict,STOP,-1.1,-1.1,STOP_LOSS
6119,2023-12-14 19:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,neutral,hostile,no,hostile,,nas|exhaustion_top|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,0.31,0.31,SCRATCH
6162,2023-12-26 23:00,SKIP,SKIP,SKIP,late_top_exhaustion,neutral,neutral,neutral,hostile,no,hostile,,exhaustion_top|capitulation|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
6193,2024-01-04 03:00,REVIEW,TAKE,TAKE,liquidity_sweep_reversal,supportive,supportive,supportive,neutral,no,neutral,nas|demand_supply|risk_sl,bull_beta|volume_vp,anchor_clean,STOP,-1.1,-1.1,STOP_LOSS
6210,2024-01-08 23:00,TAKE,TAKE,TAKE,demand_reclaim,supportive,supportive,supportive,neutral,no,hostile,nas|demand_supply|risk_sl,volume_vp|devils_advocate,anchor_clean,STOP,-1.1,-1.1,STOP_LOSS
6295,2024-01-29 03:00,REVIEW,TAKE,REVIEW,mid_range_noise,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,,anchor_but_ctx_conflict,SCRATCH,-0.32,-0.32,SCRATCH
6362,2024-02-13 07:00,REVIEW,SKIP,SKIP,bear_bounce,neutral,hostile,hostile,hostile,no,veto,,demand_supply|risk_sl|exhaustion_top|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
6376,2024-02-15 15:00,REVIEW,TAKE,TAKE,bear_bounce,supportive,supportive,supportive,neutral,supportive,hostile,nas|demand_supply|risk_sl|capit+rsi,devils_advocate,anchor_clean,WIN,1.89,1.89,WIN_HELD
6453,2024-03-05 11:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,SCRATCH,0.13,0.13,SCRATCH
6471,2024-03-08 11:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,neutral,hostile,no,veto,demand_supply,nas|exhaustion_top|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,SCRATCH,0.05,0.05,SCRATCH
6489,2024-03-13 10:00,REVIEW,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|rsi_momentum|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
6523,2024-03-21 02:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,SCRATCH,1.17,1.17,SCRATCH
6597,2024-04-09 10:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,supportive,hostile,no,veto,demand_supply|risk_sl,nas|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
6610,2024-04-11 14:00,SKIP,REVIEW,TAKE,bull_pullback_continuation,hostile,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,nas|bull_beta|devils_advocate,anchor_clean,STOP,-1.1,-1.1,STOP_LOSS
6711,2024-05-06 10:00,REVIEW,REVIEW,SKIP,mid_range_noise,neutral,neutral,hostile,neutral,no,hostile,,risk_sl|devils_advocate,no_anchor_no_support,WIN,1.78,1.78,WIN_HELD
6729,2024-05-09 10:00,REVIEW,TAKE,TAKE,bull_pullback_continuation,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,devils_advocate,anchor_clean,WIN,1.69,1.69,WIN_HELD
6741,2024-05-13 10:00,REVIEW,SKIP,SKIP,bull_pullback_continuation,neutral,neutral,hostile,hostile,no,hostile,,risk_sl|exhaustion_top|rsi_momentum|bubbles|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,0.9,0.9,WIN_BE
6767,2024-05-17 18:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
6791,2024-05-23 18:00,TAKE,TAKE,TAKE,bottom_reversal_capitulation,supportive,supportive,supportive,supportive,supportive,neutral,nas|demand_supply|risk_sl|exhaustion_top|capit+rsi,,anchor_clean,WIN,1.91,1.91,WIN_HELD
6819,2024-05-30 10:00,SKIP,SKIP,SKIP,bear_bounce,neutral,hostile,hostile,neutral,no,veto,,demand_supply|risk_sl|devils_advocate,FATAL:no_demand_bad_risk,STOP,-1.1,-1.1,STOP_LOSS
6832,2024-06-03 14:00,REVIEW,TAKE,REVIEW,mid_range_noise,neutral,supportive,supportive,supportive,no,neutral,demand_supply|risk_sl|exhaustion_top,,anchor_but_ctx_conflict,STOP,-1.1,-1.1,STOP_LOSS
6844,2024-06-05 14:00,REVIEW,TAKE,REVIEW,mid_range_noise,neutral,supportive,supportive,supportive,no,neutral,demand_supply|risk_sl|exhaustion_top,,anchor_but_ctx_conflict,STOP,-1.1,-1.1,STOP_LOSS
6887,2024-06-14 18:00,REVIEW,REVIEW,TAKE,bull_pullback_continuation,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,bubbles|volume_vp,anchor_clean,STOP,-1.1,-1.1,STOP_LOSS
6908,2024-06-20 06:00,SKIP,REVIEW,SKIP,mid_range_noise,neutral,neutral,neutral,neutral,no,hostile,,devils_advocate,no_anchor_no_support,STOP,-1.1,-1.1,STOP_LOSS
6923,2024-06-24 18:00,REVIEW,REVIEW,REVIEW,mid_range_noise,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,volume_vp|devils_advocate,anchor_but_ctx_conflict,STOP,-1.1,-1.1,STOP_LOSS
6954,2024-07-01 22:00,REVIEW,TAKE,TAKE,bull_pullback_continuation,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,volume_vp,anchor_clean,WIN,3.9,6.0,WIN_RUNNER
6962,2024-07-03 06:00,SKIP,SKIP,SKIP,bull_pullback_continuation,neutral,neutral,hostile,hostile,no,veto,,risk_sl|exhaustion_top|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,3.16,3.16,WIN_HELD
6977,2024-07-05 18:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
6992,2024-07-10 06:00,REVIEW,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,hostile,neutral,no,hostile,,nas|risk_sl|bull_beta|devils_advocate,no_anchor_no_support,WIN,1.78,1.78,WIN_HELD
7022,2024-07-17 06:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
7053,2024-07-24 10:00,REVIEW,REVIEW,REVIEW,mid_range_noise,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,,anchor_but_ctx_conflict,STOP,-1.1,-1.1,STOP_LOSS
7065,2024-07-26 10:00,TAKE,TAKE,TAKE,bear_bounce,supportive,supportive,supportive,neutral,supportive,neutral,nas|demand_supply|risk_sl|capit+rsi,,anchor_clean,WIN,0.9,0.9,WIN_BE
7094,2024-08-02 06:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|capitulation|bull_beta|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
7119,2024-08-08 10:00,REVIEW,TAKE,REVIEW,mid_range_noise,neutral,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,,anchor_but_ctx_conflict,WIN,1.91,1.91,WIN_HELD
7129,2024-08-12 02:00,TAKE,REVIEW,TAKE,bull_pullback_continuation,hostile,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,nas|bubbles,anchor_clean,WIN,0.9,0.9,WIN_BE
7149,2024-08-15 10:00,REVIEW,SKIP,SKIP,bear_bounce,hostile,neutral,supportive,hostile,no,hostile,risk_sl,nas|exhaustion_top|rsi_momentum|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,WIN,3.9,6.0,WIN_RUNNER
7232,2024-09-04 06:00,REVIEW,SKIP,SKIP,liquidity_sweep_reversal,neutral,hostile,hostile,neutral,supportive,hostile,capit+rsi,demand_supply|risk_sl|devils_advocate,FATAL:no_demand_bad_risk,WIN,3.9,6.0,WIN_RUNNER
7253,2024-09-09 18:00,REVIEW,SKIP,REVIEW,mid_range_noise,neutral,neutral,supportive,neutral,no,veto,risk_sl,volume_vp|devils_advocate,no_anchor_partial_support,WIN,3.61,3.61,WIN_HELD
7408,2024-10-15 14:00,SKIP,REVIEW,REVIEW,bull_pullback_continuation,neutral,neutral,supportive,neutral,no,neutral,risk_sl,,no_anchor_partial_support,SCRATCH,1.58,1.58,SCRATCH
7426,2024-10-18 14:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,SCRATCH,0.37,0.37,SCRATCH
7454,2024-10-25 06:00,REVIEW,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,neutral,neutral,no,veto,,nas|bubbles|bull_beta|devils_advocate,no_anchor_no_support,WIN,0.9,0.9,WIN_BE
7509,2024-11-07 11:00,TAKE,TAKE,TAKE,bottom_reversal_capitulation,supportive,neutral,neutral,neutral,supportive,neutral,nas|capit+rsi,,anchor_clean,STOP,-1.1,-1.1,STOP_LOSS
7549,2024-11-18 03:00,TAKE,TAKE,TAKE,liquidity_sweep_reversal,neutral,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,devils_advocate,anchor_clean,WIN,1.5,1.5,WIN_HELD
7569,2024-11-21 11:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,supportive,hostile,no,neutral,risk_sl,nas|exhaustion_top|capitulation|rsi_momentum|bubbles,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
7577,2024-11-22 19:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,hostile,hostile,hostile,no,hostile,,nas|demand_supply|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|devils_advocate,FATAL:late_top_context,STOP,-1.1,-1.1,STOP_LOSS
7662,2024-12-12 23:00,REVIEW,SKIP,SKIP,bull_pullback_continuation,neutral,hostile,hostile,hostile,no,hostile,,demand_supply|risk_sl|exhaustion_top|rsi_momentum|bubbles|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
7710,2024-12-26 03:00,REVIEW,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,hostile,no,neutral,,demand_supply|risk_sl|exhaustion_top|volume_vp,FATAL:exhaustion_hostile_no_bottom,SCRATCH,1.21,1.21,SCRATCH
7731,2024-12-31 15:00,REVIEW,SKIP,SKIP,demand_reclaim,neutral,neutral,hostile,neutral,no,hostile,,risk_sl|devils_advocate,no_anchor_no_support,WIN,2.05,2.05,WIN_HELD
7765,2025-01-09 07:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,supportive,hostile,no,hostile,risk_sl,nas|exhaustion_top|capitulation|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,1.44,1.44,SCRATCH
7797,2025-01-16 15:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,hostile,hostile,hostile,no,veto,,nas|demand_supply|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,SCRATCH,1.31,1.31,SCRATCH
7816,2025-01-21 19:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,hostile,hostile,no,veto,demand_supply,nas|risk_sl|exhaustion_top|capitulation|rsi_momentum|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:late_top_context,SCRATCH,1.62,1.62,SCRATCH
7838,2025-01-27 11:00,REVIEW,SKIP,SKIP,liquidity_sweep_reversal,hostile,neutral,neutral,hostile,no,hostile,,nas|exhaustion_top|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
7869,2025-02-03 15:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,neutral,supportive,hostile,no,hostile,risk_sl,nas|exhaustion_top|bubbles|bull_beta|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,0.89,0.89,SCRATCH
7902,2025-02-11 03:00,SKIP,SKIP,SKIP,late_top_exhaustion,hostile,supportive,neutral,hostile,no,veto,demand_supply,nas|exhaustion_top|rsi_momentum|bubbles|bull_beta|devils_advocate,FATAL:late_top_context,SCRATCH,0.17,0.17,SCRATCH
7924,2025-02-14 19:00,TAKE,REVIEW,TAKE,liquidity_sweep_reversal,hostile,supportive,supportive,neutral,no,neutral,demand_supply|risk_sl,nas|rsi_momentum|bubbles|bull_beta,anchor_clean,WIN,3.9,3.9,WIN_BE
7933,2025-02-18 07:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,hostile,hostile,hostile,no,hostile,,nas|demand_supply|risk_sl|exhaustion_top|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
7943,2025-02-19 23:00,SKIP,SKIP,SKIP,bull_pullback_continuation,hostile,supportive,supportive,hostile,no,hostile,demand_supply|risk_sl,nas|exhaustion_top|bubbles|bull_beta|volume_vp|devils_advocate,FATAL:exhaustion_hostile_no_bottom,STOP,-1.1,-1.1,STOP_LOSS
7993,2025-03-04 07:00,REVIEW,SKIP,SKIP,mid_range_noise,neutral,hostile,hostile,hostile,no,hostile,,demand_supply|risk_sl|exhaustion_top|devils_advocate,FATAL:exhaustion_hostile_no_bottom,SCRATCH,1.16,1.16,SCRATCH
8080,2025-03-24 18:00,SKIP,REVIEW,REVIEW,mid_range_noise,neutral,neutral,supportive,supportive,no,hostile,risk_sl|exhaustion_top,bull_beta|devils_advocate,no_anchor_partial_support,WIN,3.9,6.0,WIN_RUNNER
8095,2025-03-27 06:00,REVIEW,REVIEW,TAKE,bull_pullback_continuation,hostile,supportive,supportive,neutral,no,hostile,demand_supply|risk_sl,nas|bull_beta|devils_advocate,anchor_clean,WIN,0.9,0.9,WIN_BE
