episode_id,context_label,specialist_id,positive_evidence_count,negative_evidence_count,veto_count,review_flag_count,decisive_factors,unresolved_conflicts
5414,,bull_beta,1,1,0,0,trend_90_atr,legpos30=80.8 vs legpos90=39.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5435,,bull_beta,2,0,0,0,trend_90_atr,legpos30=75.1 vs legpos90=46.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5478,,bull_beta,0,4,0,0,trend_90_atr,
5530,,bull_beta,0,2,0,0,trend_90_atr,
5555,,bull_beta,3,0,0,0,trend_90_atr,legpos30=35.9 vs legpos90=27.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5627,,bull_beta,4,0,0,0,trend_90_atr,legpos30=48.1 vs legpos90=18.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5668,,bull_beta,1,2,0,0,trend_90_atr,
5701,,bull_beta,0,2,0,0,trend_90_atr,legpos30=28.1 vs legpos90=60.3 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5724,,bull_beta,3,1,0,0,trend_90_atr,
5772,,bull_beta,1,1,0,0,trend_90_atr,legpos30=5.6 vs legpos90=31.9 disagree on leg position (short-leg dip vs long-leg drift or vice vers
5826,,bull_beta,3,1,0,0,trend_90_atr,legpos30=52.3 vs legpos90=15.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5842,,bull_beta,2,0,0,0,trend_90_atr,legpos30=95.6 vs legpos90=45.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
5866,,bull_beta,1,2,0,0,trend_90_atr,
5875,,bull_beta,0,4,0,0,trend_90_atr,
5920,,bull_beta,1,3,0,0,trend_90_atr,
5955,,bull_beta,1,1,0,0,trend_90_atr,legpos30=4.4 vs legpos90=53.8 disagree on leg position (short-leg dip vs long-leg drift or vice vers
5998,,bull_beta,1,0,0,0,trend_90_atr,legpos30=94.1 vs legpos90=61.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6049,,bull_beta,0,3,0,0,trend_90_atr,
6069,,bull_beta,1,1,0,0,trend_90_atr,
6119,,bull_beta,0,1,0,0,trend_90_atr,legpos30=84.6 vs legpos90=37.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6162,,bull_beta,0,3,0,0,trend_90_atr,
6193,,bull_beta,0,2,0,0,trend_90_atr,legpos30=28.8 vs legpos90=64.3 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6210,,bull_beta,2,1,0,0,trend_90_atr,
6295,,bull_beta,1,0,0,0,trend_90_atr,
6362,,bull_beta,1,1,0,0,trend_90_atr,
6376,,bull_beta,4,0,0,0,trend_90_atr,legpos30=38.3 vs legpos90=25.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6453,,bull_beta,1,3,0,0,trend_90_atr,
6471,,bull_beta,1,3,0,0,trend_90_atr,
6489,,bull_beta,1,3,0,0,trend_90_atr,legpos30=58.1 vs legpos90=83.7 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6523,,bull_beta,0,4,0,0,trend_90_atr,
6597,,bull_beta,1,3,0,0,trend_90_atr,
6610,,bull_beta,1,3,0,0,trend_90_atr,
6711,,bull_beta,1,0,0,0,trend_90_atr,legpos30=73.0 vs legpos90=36.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6729,,bull_beta,2,0,0,0,trend_90_atr,legpos30=86.1 vs legpos90=33.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6741,,bull_beta,0,0,0,0,trend_90_atr,
6767,,bull_beta,0,4,0,0,trend_90_atr,
6791,,bull_beta,3,0,0,0,trend_90_atr,
6819,,bull_beta,3,0,0,0,trend_90_atr,legpos30=55.2 vs legpos90=29.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6832,,bull_beta,3,0,0,0,trend_90_atr,legpos30=68.3 vs legpos90=24.9 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6844,,bull_beta,3,0,0,0,trend_90_atr,legpos30=89.8 vs legpos90=29.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6887,,bull_beta,0,1,0,0,trend_90_atr,legpos30=83.8 vs legpos90=45.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6908,,bull_beta,0,0,0,0,trend_90_atr,legpos30=78.0 vs legpos90=47.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6923,,bull_beta,1,1,0,0,trend_90_atr,
6954,,bull_beta,0,1,0,0,trend_90_atr,legpos30=87.9 vs legpos90=54.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
6962,,bull_beta,0,2,0,0,trend_90_atr,
6977,,bull_beta,0,4,0,0,trend_90_atr,
6992,,bull_beta,0,3,0,0,trend_90_atr,legpos30=64.9 vs legpos90=78.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7022,,bull_beta,1,3,0,0,trend_90_atr,
7053,,bull_beta,1,1,0,0,trend_90_atr,
7065,,bull_beta,3,0,0,0,trend_90_atr,legpos30=36.0 vs legpos90=24.3 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7094,,bull_beta,0,2,0,0,trend_90_atr,
7119,,bull_beta,1,0,0,0,trend_90_atr,
7129,,bull_beta,1,0,0,0,trend_90_atr,legpos30=74.6 vs legpos90=65.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7149,,bull_beta,1,2,0,0,trend_90_atr,legpos30=57.8 vs legpos90=72.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7232,,bull_beta,1,0,0,0,trend_90_atr,legpos30=17.4 vs legpos90=49.7 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7253,,bull_beta,0,1,0,0,trend_90_atr,
7408,,bull_beta,1,0,0,0,trend_90_atr,
7426,,bull_beta,0,3,0,0,trend_90_atr,
7454,,bull_beta,0,2,0,0,trend_90_atr,legpos30=34.5 vs legpos90=76.3 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7509,,bull_beta,0,0,0,0,trend_90_atr,
7549,,bull_beta,4,0,0,0,trend_90_atr,legpos30=35.6 vs legpos90=19.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7569,,bull_beta,1,0,0,0,trend_90_atr,legpos30=93.4 vs legpos90=52.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7577,,bull_beta,2,0,0,0,trend_90_atr,
7662,,bull_beta,0,0,0,0,trend_90_atr,
7710,,bull_beta,1,1,0,0,trend_90_atr,
7731,,bull_beta,2,0,0,0,trend_90_atr,legpos30=67.2 vs legpos90=29.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7765,,bull_beta,0,2,0,0,trend_90_atr,
7797,,bull_beta,0,3,0,0,trend_90_atr,
7816,,bull_beta,0,4,0,0,trend_90_atr,
7838,,bull_beta,0,3,0,0,trend_90_atr,legpos30=59.0 vs legpos90=79.8 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7869,,bull_beta,1,3,0,0,trend_90_atr,
7902,,bull_beta,0,3,0,0,trend_90_atr,
7924,,bull_beta,0,3,0,0,trend_90_atr,legpos30=31.3 vs legpos90=71.9 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7933,,bull_beta,0,3,0,0,trend_90_atr,legpos30=62.0 vs legpos90=84.9 disagree on leg position (short-leg dip vs long-leg drift or vice ver
7943,,bull_beta,0,4,0,0,trend_90_atr,
7993,,bull_beta,0,0,0,0,trend_90_atr,legpos30=73.2 vs legpos90=66.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8080,,bull_beta,0,4,0,0,trend_90_atr,legpos30=25.0 vs legpos90=74.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8095,,bull_beta,0,3,0,0,trend_90_atr,
8111,,bull_beta,0,3,0,0,trend_90_atr,
8133,,bull_beta,3,0,0,0,trend_90_atr,
8149,,bull_beta,0,0,0,0,trend_90_atr,
8157,,bull_beta,0,2,0,0,trend_90_atr,
8200,,bull_beta,0,4,0,0,trend_90_atr,legpos30=60.2 vs legpos90=78.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8216,,bull_beta,0,1,0,0,trend_90_atr,legpos30=8.7 vs legpos90=59.7 disagree on leg position (short-leg dip vs long-leg drift or vice vers
8236,,bull_beta,1,2,0,0,trend_90_atr,legpos30=22.2 vs legpos90=60.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8277,,bull_beta,0,0,0,0,trend_90_atr,
8338,,bull_beta,0,4,0,0,trend_90_atr,
8357,,bull_beta,1,0,0,0,trend_90_atr,legpos30=15.1 vs legpos90=48.7 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8371,,bull_beta,0,3,0,0,trend_90_atr,
8403,,bull_beta,0,1,0,0,trend_90_atr,
8431,,bull_beta,0,2,0,0,trend_90_atr,
8460,,bull_beta,0,0,0,0,trend_90_atr,legpos30=15.7 vs legpos90=40.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8479,,bull_beta,3,0,0,0,trend_90_atr,legpos30=45.6 vs legpos90=30.0 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8497,,bull_beta,0,0,0,0,trend_90_atr,legpos30=95.7 vs legpos90=48.5 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8544,,bull_beta,0,0,0,0,trend_90_atr,legpos30=89.8 vs legpos90=62.7 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8589,,bull_beta,0,4,0,0,trend_90_atr,
8622,,bull_beta,1,0,0,0,trend_90_atr,legpos30=22.5 vs legpos90=31.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8635,,bull_beta,0,0,0,0,trend_90_atr,legpos30=85.4 vs legpos90=43.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8659,,bull_beta,0,2,0,0,trend_90_atr,legpos30=89.4 vs legpos90=68.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8765,,bull_beta,0,3,0,0,trend_90_atr,
8823,,bull_beta,0,4,0,0,trend_90_atr,
8858,,bull_beta,0,3,0,0,trend_90_atr,
8878,,bull_beta,1,3,0,0,trend_90_atr,
8893,,bull_beta,0,3,0,0,trend_90_atr,
8905,,bull_beta,0,3,0,0,trend_90_atr,
8923,,bull_beta,0,3,0,0,trend_90_atr,
8940,,bull_beta,0,3,0,0,trend_90_atr,
8966,,bull_beta,0,2,0,0,trend_90_atr,legpos30=61.3 vs legpos90=74.4 disagree on leg position (short-leg dip vs long-leg drift or vice ver
8978,,bull_beta,0,1,0,0,trend_90_atr,legpos30=9.9 vs legpos90=51.9 disagree on leg position (short-leg dip vs long-leg drift or vice vers
9007,,bull_beta,2,0,0,0,trend_90_atr,
9081,,bull_beta,0,2,0,0,trend_90_atr,
9105,,bull_beta,0,1,0,0,trend_90_atr,
9199,,bull_beta,0,3,0,0,trend_90_atr,legpos30=67.3 vs legpos90=85.7 disagree on leg position (short-leg dip vs long-leg drift or vice ver
9215,,bull_beta,0,2,0,0,trend_90_atr,legpos30=64.9 vs legpos90=73.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
9243,,bull_beta,0,4,0,0,trend_90_atr,
9256,,bull_beta,0,3,0,0,trend_90_atr,
9287,,bull_beta,0,1,0,0,trend_90_atr,
9297,,bull_beta,0,3,0,0,trend_90_atr,
9304,,bull_beta,0,1,0,0,trend_90_atr,legpos30=70.3 vs legpos90=58.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
9314,,bull_beta,0,4,0,0,trend_90_atr,
9329,,bull_beta,0,3,0,0,trend_90_atr,
9345,,bull_beta,0,3,0,0,trend_90_atr,
9368,,bull_beta,0,4,0,0,trend_90_atr,
9390,,bull_beta,0,3,0,0,trend_90_atr,
9432,,bull_beta,1,0,0,0,trend_90_atr,legpos30=73.4 vs legpos90=45.6 disagree on leg position (short-leg dip vs long-leg drift or vice ver
9492,,bull_beta,0,0,0,0,trend_90_atr,
9504,,bull_beta,0,3,0,0,trend_90_atr,
9512,,bull_beta,0,3,0,0,trend_90_atr,
9523,,bull_beta,0,3,0,0,trend_90_atr,
9530,,bull_beta,0,3,0,0,trend_90_atr,
9537,,bull_beta,1,0,0,0,trend_90_atr,
9582,,bull_beta,2,0,0,0,trend_90_atr,legpos30=39.0 vs legpos90=26.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
9628,,bull_beta,1,1,0,0,trend_90_atr,
9646,,bull_beta,1,1,0,0,trend_90_atr,legpos30=84.1 vs legpos90=37.1 disagree on leg position (short-leg dip vs long-leg drift or vice ver
9727,,bull_beta,0,3,0,0,trend_90_atr,
9805,,bull_beta,1,0,0,0,trend_90_atr,legpos30=82.5 vs legpos90=47.2 disagree on leg position (short-leg dip vs long-leg drift or vice ver
55,,capitulation,2,1,0,0,,
78,,capitulation,0,3,0,0,,
116,,capitulation,3,1,0,0,sweet_spot_falling_knife,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
130,,capitulation,1,1,0,0,,
140,,capitulation,2,1,0,0,sweet_spot_falling_knife,
149,,capitulation,4,0,0,0,drop20_atr,
159,,capitulation,0,3,0,0,,
217,,capitulation,0,4,0,0,,
237,,capitulation,2,2,0,0,,deep drop / washout flag but range contracted (no climax expansion bar)
287,,capitulation,2,2,0,0,sweet_spot_falling_knife,
351,,capitulation,0,3,0,0,,
383,,capitulation,2,1,0,0,,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
391,,capitulation,3,1,0,0,sweet_spot_falling_knife,
413,,capitulation,2,5,0,0,,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
458,,capitulation,3,3,0,0,drop20_atr,deep drop / washout flag but range contracted (no climax expansion bar)
493,,capitulation,3,2,0,0,below_VAL,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
521,,capitulation,1,2,0,0,,
542,,capitulation,0,3,0,0,,
583,,capitulation,4,2,0,0,sweet_spot_falling_knife,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
597,,capitulation,1,3,0,0,,
631,,capitulation,2,0,0,0,,
685,,capitulation,3,2,0,0,sweet_spot_falling_knife,
702,,capitulation,4,0,0,0,sweet_spot_falling_knife,
766,,capitulation,0,4,0,0,,
780,,capitulation,0,3,0,0,,
833,,capitulation,1,3,0,0,sweet_spot_falling_knife,
845,,capitulation,0,3,0,0,,
866,,capitulation,0,5,0,0,,
886,,capitulation,1,3,0,0,,
901,,capitulation,1,4,0,0,,
919,,capitulation,2,5,0,0,,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
934,,capitulation,3,3,0,0,sweet_spot_falling_knife,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
970,,capitulation,0,3,0,0,,
1027,,capitulation,0,4,0,0,,
1072,,capitulation,0,3,0,0,,
1151,,capitulation,1,3,0,0,,shallow price drop yet oversold RSI floor (momentum/price divergence)
1200,,capitulation,0,3,0,0,,
1211,,capitulation,0,5,0,0,,
1221,,capitulation,3,1,0,0,sweet_spot_falling_knife,
1298,,capitulation,1,1,0,0,,
1316,,capitulation,0,4,0,0,,
1326,,capitulation,0,5,0,0,,
1353,,capitulation,1,3,0,0,,
1429,,capitulation,1,3,0,0,,
1497,,capitulation,0,5,0,0,,
1522,,capitulation,1,1,0,0,,
1568,,capitulation,4,2,0,0,sweet_spot_falling_knife|drop20_atr,
1623,,capitulation,0,4,0,0,,
1661,,capitulation,2,2,0,0,,
1761,,capitulation,1,2,0,0,,shallow price drop yet oversold RSI floor (momentum/price divergence)
1775,,capitulation,3,1,0,0,sweet_spot_falling_knife,
1836,,capitulation,0,4,0,0,,
1873,,capitulation,2,1,0,0,,
1901,,capitulation,2,2,0,0,,
1941,,capitulation,1,4,0,0,,
2034,,capitulation,1,2,0,0,,
2053,,capitulation,1,1,0,0,,
2100,,capitulation,3,2,0,0,drop20_atr,
2110,,capitulation,0,3,0,0,,
2174,,capitulation,0,5,0,0,,
2188,,capitulation,0,2,0,0,,
2204,,capitulation,2,1,0,0,,deep drop / washout flag but range contracted (no climax expansion bar)
2222,,capitulation,6,1,0,0,sweet_spot_falling_knife,
2320,,capitulation,0,4,0,0,,
2364,,capitulation,0,3,0,0,,
2372,,capitulation,1,5,0,0,,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
2428,,capitulation,2,2,0,0,sweet_spot_falling_knife,
2488,,capitulation,2,2,0,0,rsi_min8,
2497,,capitulation,0,3,0,0,,
2544,,capitulation,1,2,0,0,,
2663,,capitulation,0,4,0,0,,
2705,,capitulation,1,3,0,0,,
2737,,capitulation,1,3,0,0,,
2747,,capitulation,0,1,0,0,,
2859,,capitulation,0,4,0,0,,
2896,,capitulation,0,4,0,0,,
2905,,capitulation,1,2,0,0,,
2922,,capitulation,3,1,0,0,drop20_atr,
2944,,capitulation,1,1,0,0,rsi_min8,
2991,,capitulation,0,4,0,0,,
3011,,capitulation,0,3,0,0,,
3029,,capitulation,2,2,0,0,,
3070,,capitulation,0,4,0,0,,
3085,,capitulation,0,4,0,0,,
3102,,capitulation,2,1,0,0,sweet_spot_falling_knife,
3118,,capitulation,1,0,0,0,drop20_atr,
3126,,capitulation,1,1,0,0,drop20_atr,
3147,,capitulation,0,5,0,0,,
3162,,capitulation,4,0,0,0,sweet_spot_falling_knife,
3178,,capitulation,3,3,0,0,sweet_spot_falling_knife,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
3190,,capitulation,1,2,0,0,,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
3219,,capitulation,2,2,0,0,rsi_min8,
3238,,capitulation,0,3,0,0,,
3252,,capitulation,0,4,0,0,,
3326,,capitulation,2,2,0,0,drop20_atr,
3443,,capitulation,1,2,0,0,,
3474,,capitulation,0,3,0,0,,
3491,,capitulation,1,2,0,0,,
3509,,capitulation,0,3,0,0,,
3622,,capitulation,1,0,0,0,,
3678,,capitulation,0,3,0,0,,
3773,,capitulation,6,0,0,0,sweet_spot_falling_knife|drop20_atr,
3799,,capitulation,0,3,0,0,,
3825,,capitulation,1,1,0,0,,
3836,,capitulation,0,1,0,0,,
3929,,capitulation,3,1,0,0,,
3949,,capitulation,2,3,0,0,,shallow price drop yet oversold RSI floor (momentum/price divergence)
4095,,capitulation,0,3,0,0,,
4243,,capitulation,0,3,0,0,,
4309,,capitulation,1,3,0,0,,
4346,,capitulation,3,2,0,0,,
4372,,capitulation,6,0,0,0,sweet_spot_falling_knife,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
4384,,capitulation,3,1,0,0,,
4401,,capitulation,3,2,0,0,,shallow price drop yet oversold RSI floor (momentum/price divergence)
4429,,capitulation,0,6,0,0,,
4483,,capitulation,0,2,0,0,,
4513,,capitulation,0,3,0,0,,
4530,,capitulation,4,1,0,0,drop20_atr,deep drop / washout flag but range contracted (no climax expansion bar)
4574,,capitulation,2,2,0,0,,deep drop / washout flag but range contracted (no climax expansion bar)
4609,,capitulation,2,3,0,0,drop20_atr,deep drop / washout flag but range contracted (no climax expansion bar)
4644,,capitulation,1,5,0,0,,
4677,,capitulation,0,5,0,0,,
4763,,capitulation,1,2,0,0,,
4899,,capitulation,0,3,0,0,,
4908,,capitulation,2,4,0,0,,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
4918,,capitulation,6,0,0,0,sweet_spot_falling_knife|drop20_atr,
4926,,capitulation,2,0,0,0,drop20_atr,
4964,,capitulation,2,4,0,0,sweet_spot_falling_knife,
4996,,capitulation,6,0,0,0,sweet_spot_falling_knife|drop20_atr,
5016,,capitulation,0,4,0,0,,
5042,,capitulation,0,4,0,0,,
5055,,capitulation,0,2,0,0,,
5087,,capitulation,1,1,0,0,drop20_atr,
5103,,capitulation,4,2,0,0,sweet_spot_falling_knife,
5147,,capitulation,2,2,0,0,sweet_spot_falling_knife,
5165,,capitulation,3,2,0,0,sweet_spot_falling_knife,
5296,,capitulation,3,1,0,0,drop20_atr,
5321,,capitulation,1,1,0,0,,
5331,,capitulation,1,0,0,0,,
5350,,capitulation,2,2,0,0,,
5414,,capitulation,0,3,0,0,,
5435,,capitulation,1,3,0,0,,
5478,,capitulation,0,5,0,0,,
5530,,capitulation,1,2,0,0,,
5555,,capitulation,3,1,0,0,,
5627,,capitulation,3,1,0,0,sweet_spot_falling_knife,
5668,,capitulation,3,4,0,0,sweet_spot_falling_knife,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
5701,,capitulation,2,1,0,0,,
5724,,capitulation,3,2,0,0,drop20_atr,deep drop / washout flag but range contracted (no climax expansion bar)
5772,,capitulation,3,2,0,0,drop20_atr,deep drop / washout flag but range contracted (no climax expansion bar)
5826,,capitulation,2,3,0,0,,
5842,,capitulation,0,4,0,0,,
5866,,capitulation,0,4,0,0,,
5875,,capitulation,0,5,0,0,,
5920,,capitulation,0,3,0,0,,
5955,,capitulation,6,0,0,0,sweet_spot_falling_knife|drop20_atr,
5998,,capitulation,2,2,0,0,sweet_spot_falling_knife,
6049,,capitulation,0,5,0,0,,
6069,,capitulation,4,3,0,0,sweet_spot_falling_knife,
6119,,capitulation,2,2,0,0,,
6162,,capitulation,0,5,0,0,,
6193,,capitulation,3,1,0,0,drop20_atr,deep drop / washout flag but range contracted (no climax expansion bar)
6210,,capitulation,1,0,0,0,,
6295,,capitulation,1,2,0,0,,
6362,,capitulation,0,1,0,0,,
6376,,capitulation,4,1,0,0,drop20_atr,
6453,,capitulation,1,5,0,0,,
6471,,capitulation,1,4,0,0,,
6489,,capitulation,1,1,0,0,,
6523,,capitulation,0,4,0,0,,
6597,,capitulation,0,5,0,0,,
6610,,capitulation,0,3,0,0,,
6711,,capitulation,0,2,0,0,,
6729,,capitulation,1,1,0,0,,
6741,,capitulation,2,2,0,0,,
6767,,capitulation,0,4,0,0,,
6791,,capitulation,4,1,0,0,drop20_atr,deep drop / washout flag but range contracted (no climax expansion bar)
6819,,capitulation,1,1,0,0,,
6832,,capitulation,2,1,0,0,,
6844,,capitulation,1,3,0,0,,
6887,,capitulation,0,5,0,0,,
6908,,capitulation,1,3,0,0,,
6923,,capitulation,1,3,0,0,,deep drop / washout flag but range contracted (no climax expansion bar)
6954,,capitulation,0,5,0,0,,
6962,,capitulation,1,3,0,0,,
6977,,capitulation,0,5,0,0,,
6992,,capitulation,0,3,0,0,,
7022,,capitulation,2,4,0,0,sweet_spot_falling_knife,
7053,,capitulation,1,2,0,0,,
7065,,capitulation,3,1,0,0,drop20_atr,
7094,,capitulation,0,5,0,0,,
7119,,capitulation,0,2,0,0,,
7129,,capitulation,0,4,0,0,,
7149,,capitulation,5,1,0,0,sweet_spot_falling_knife,
7232,,capitulation,3,0,0,0,drop20_atr,
7253,,capitulation,0,3,0,0,,
7408,,capitulation,1,2,0,0,,
7426,,capitulation,0,5,0,0,,
7454,,capitulation,2,2,0,0,,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
7509,,capitulation,4,0,0,0,sweet_spot_falling_knife,
7549,,capitulation,1,1,0,0,,
7569,,capitulation,0,5,0,0,,
7577,,capitulation,0,4,0,0,,
7662,,capitulation,2,2,0,0,,
7710,,capitulation,0,4,0,0,,
7731,,capitulation,0,3,0,0,,
7765,,capitulation,0,5,0,0,,
7797,,capitulation,0,5,0,0,,
7816,,capitulation,0,6,0,0,,
7838,,capitulation,3,2,0,0,sweet_spot_falling_knife,
7869,,capitulation,0,3,0,0,,
7902,,capitulation,0,4,0,0,,
7924,,capitulation,3,3,0,0,drop20_atr,deep drop / washout flag but range contracted (no climax expansion bar)
7933,,capitulation,0,3,0,0,,
7943,,capitulation,1,3,0,0,,
7993,,capitulation,1,2,0,0,,
8080,,capitulation,2,2,0,0,drop20_atr,
8095,,capitulation,0,3,0,0,,
8111,,capitulation,0,5,0,0,,
8133,,capitulation,5,0,0,0,sweet_spot_falling_knife|drop20_atr,
8149,,capitulation,1,2,0,0,,
8157,,capitulation,1,3,0,0,,
8200,,capitulation,4,3,0,0,drop20_atr,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
8216,,capitulation,2,2,0,0,drop20_atr,
8236,,capitulation,2,1,0,0,,
8277,,capitulation,1,1,0,0,,
8338,,capitulation,0,5,0,0,,
8357,,capitulation,5,0,0,0,sweet_spot_falling_knife|drop20_atr,
8371,,capitulation,1,2,0,0,,
8403,,capitulation,2,0,0,0,,
8431,,capitulation,1,4,0,0,,
8460,,capitulation,3,0,0,0,,
8479,,capitulation,3,1,0,0,,
8497,,capitulation,2,2,0,0,,
8544,,capitulation,0,3,0,0,,
8589,,capitulation,0,6,0,0,,
8622,,capitulation,1,1,0,0,,
8635,,capitulation,2,1,0,0,,
8659,,capitulation,0,2,0,0,,
8765,,capitulation,0,6,0,0,,
8823,,capitulation,0,6,0,0,,
8858,,capitulation,0,5,0,0,,
8878,,capitulation,2,3,0,0,sweet_spot_falling_knife,
8893,,capitulation,0,4,0,0,,
8905,,capitulation,2,3,0,0,sweet_spot_falling_knife,
8923,,capitulation,0,5,0,0,,
8940,,capitulation,0,5,0,0,,
8966,,capitulation,5,3,0,0,sweet_spot_falling_knife|drop20_atr,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
8978,,capitulation,6,2,0,0,sweet_spot_falling_knife|drop20_atr,
9007,,capitulation,5,0,0,0,drop20_atr,
9081,,capitulation,2,3,0,0,,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
9105,,capitulation,1,2,0,0,,
9199,,capitulation,1,1,0,0,,
9215,,capitulation,3,3,0,0,sweet_spot_falling_knife,
9243,,capitulation,0,5,0,0,,
9256,,capitulation,0,5,0,0,,
9287,,capitulation,0,4,0,0,,
9297,,capitulation,0,5,0,0,,
9304,,capitulation,0,1,0,0,,
9314,,capitulation,0,5,0,0,,
9329,,capitulation,0,5,0,0,,
9345,,capitulation,1,3,0,0,,
9368,,capitulation,0,5,0,0,,
9390,,capitulation,0,5,0,0,,
9432,,capitulation,0,2,0,0,,
9492,,capitulation,0,3,0,0,,
9504,,capitulation,5,3,0,0,sweet_spot_falling_knife,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
9512,,capitulation,1,4,0,0,,below VAL but RSI floor not oversold (acceptance without momentum capitulation)
9523,,capitulation,0,3,0,0,,
9530,,capitulation,1,4,0,0,,
9537,,capitulation,3,2,0,0,sweet_spot_falling_knife,
9582,,capitulation,3,0,0,0,drop20_atr,
9628,,capitulation,2,2,0,0,,
9646,,capitulation,1,0,0,0,,
9727,,capitulation,0,3,0,0,,
9805,,capitulation,1,2,0,0,,
55,,demand_supply,1,5,0,0,supply_blocks_2ATR,
78,,demand_supply,4,0,0,0,demand_touched_on_retest,
116,,demand_supply,4,4,0,0,dist_4h_demand_low_atr|supply_blocks_2ATR,
130,,demand_supply,5,3,0,0,dist_4h_demand_low_atr|supply_blocks_2ATR,
140,,demand_supply,4,3,0,0,dist_4h_demand_low_atr|supply_blocks_2ATR,
149,,demand_supply,6,0,0,0,dist_4h_demand_low_atr,
159,,demand_supply,4,0,0,0,demand_touched_on_retest,
217,,demand_supply,2,2,0,0,has_4h_supply_overhead,
237,,demand_supply,4,2,0,0,dist_4h_demand_low_atr,
287,,demand_supply,5,1,0,0,dist_4h_demand_low_atr|demand_touched_on_retest|has_4h_supply_overhead,
351,,demand_supply,1,4,0,0,dist_4h_supply_low_atr,
383,,demand_supply,2,2,0,0,dist_4h_demand_low_atr,
391,,demand_supply,6,0,0,0,dist_4h_demand_low_atr,
413,,demand_supply,2,4,0,0,dist_4h_supply_low_atr,
458,,demand_supply,1,4,0,0,dist_4h_demand_low_atr,
493,,demand_supply,0,6,0,0,supply_blocks_2ATR,
521,,demand_supply,2,5,0,0,dist_4h_supply_low_atr,
542,,demand_supply,1,3,0,0,supply_blocks_2ATR,
583,,demand_supply,2,2,0,0,has_4h_supply_overhead,
597,,demand_supply,3,3,0,0,supply_blocks_2ATR,
631,,demand_supply,2,2,0,0,supply_blocks_2ATR,
685,,demand_supply,2,4,0,0,dist_4h_supply_low_atr,
